"exper" "treat" "age" "educ" "black" "hisp" "married" "nodegr" "re74" "re75" "re78" "re74.miss"
"429" 0 0 35 12 0 0 1 0 0 26100 29600 0
"430" 0 0 29 16 0 0 1 0 0 26900 23600 0
"431" 0 0 39 12 0 0 1 0 0 28600 31000 0
"432" 0 0 37 14 0 0 1 0 0 32200 0 0
"433" 0 0 30 14 0 0 1 0 0 32200 22200 1
"434" 0 0 43 17 0 0 1 0 0 42300 41400 1
"435" 0 0 32 17 0 0 1 0 0 46500 39900 0
"436" 0 0 44 12 0 0 1 0 0 71600 81300 0
"437" 0 0 32 16 0 0 1 0 578 6910 18600 0
"438" 0 0 43 12 1 0 1 0 715 1880 5910 1
"439" 0 0 24 12 1 0 0 0 784 0 10300 0
"440" 0 0 22 13 0 0 0 0 784 0 2310 0
"441" 0 0 35 15 0 0 1 0 980 537 0 1
"442" 0 0 26 15 0 0 0 0 980 1880 3250 1
"443" 0 0 29 17 0 0 1 0 980 8950 0 0
"444" 0 0 23 12 1 0 0 0 1080 3220 5910 0
"445" 0 0 19 12 0 0 1 0 1150 8590 26600 0
"446" 0 0 48 16 0 0 1 0 1240 1470 1150 0
"447" 0 0 48 16 0 0 1 0 1240 1470 1150 1
"448" 0 0 22 12 1 0 1 0 1270 0 0 0
"449" 0 0 20 12 1 0 0 0 1370 12500 2960 0
"450" 0 0 24 17 0 0 1 0 1370 0 24800 1
"451" 0 0 27 16 0 0 1 0 1470 1250 4360 1
"452" 0 0 21 14 0 0 0 0 1510 2690 11100 0
"453" 0 0 53 13 0 0 1 0 1570 3940 4730 0
"454" 0 0 53 13 0 0 1 0 1570 3940 4730 0
"455" 0 0 53 16 0 0 1 0 1670 0 2960 0
"456" 0 0 22 15 0 0 1 0 1760 5370 22200 0
"457" 0 0 21 15 0 0 0 0 1760 9670 4140 0
"458" 0 0 30 12 0 0 1 0 1960 1790 1480 0
"459" 0 0 21 12 1 0 0 0 1960 5460 1150 0
"460" 0 0 27 16 0 0 1 0 1960 17500 21400 0
"461" 0 0 22 15 0 0 0 0 1970 2860 5020 0
"462" 0 0 22 12 1 0 1 0 2010 2470 0 1
"463" 0 0 23 13 0 0 1 0 2160 5370 11400 0
"464" 0 0 33 12 0 0 1 0 2350 0 2770 1
"465" 0 0 24 13 0 0 0 0 2350 3130 14800 1
"466" 0 0 20 12 1 0 0 0 2350 4480 17700 1
"467" 0 0 22 16 0 0 0 0 2350 23300 25900 0
"468" 0 0 19 12 0 0 1 0 2550 10700 0 0
"469" 0 0 22 15 0 0 1 0 2550 17200 25900 0
"470" 0 0 43 14 0 0 1 0 2650 0 6990 1
"471" 0 0 39 12 0 0 1 0 2740 7160 11800 1
"472" 0 0 28 12 1 0 0 0 2940 2860 0 1
"473" 0 0 19 14 0 0 0 0 2940 3220 0 1
"474" 0 0 26 17 0 0 1 0 2940 12500 23600 0
"475" 0 0 18 12 0 0 1 0 3130 11100 20700 0
"476" 0 0 23 15 0 0 1 0 3320 2510 9970 0
"477" 0 0 24 12 1 0 0 0 3330 4650 11800 0
"478" 0 0 27 12 0 0 1 0 3530 0 5910 0
"479" 0 0 29 17 0 0 1 0 3530 15200 24400 1
"480" 0 0 22 12 1 0 0 0 3580 17100 11800 0
"481" 0 0 27 12 0 0 1 0 3720 254 1090 0
"482" 0 0 27 15 0 0 1 0 3720 4650 19200 0
"483" 0 0 20 12 1 0 0 0 3730 8950 13300 0
"484" 0 0 27 12 1 0 1 0 3920 1990 17700 0
"485" 0 0 23 12 1 0 1 0 3920 2860 8870 0
"486" 0 0 23 12 1 0 1 0 3920 11600 9750 0
"487" 0 0 22 12 0 0 1 0 3920 15400 39900 0
"488" 0 0 31 12 1 0 1 0 3920 18400 25000 1
"489" 0 0 26 17 0 0 0 0 4170 11600 9460 1
"490" 0 0 20 12 0 0 1 0 4310 0 4430 1
"491" 0 0 30 17 0 0 1 0 4310 4300 22500 0
"492" 0 0 42 16 0 0 0 0 4400 17900 16300 0
"493" 0 0 21 14 0 0 1 0 4510 9310 23100 0
"494" 0 0 25 16 0 0 1 0 4600 2950 0 1
"495" 0 0 27 15 0 0 1 0 4700 0 0 0
"496" 0 0 26 17 0 0 1 0 4700 19700 26600 0
"497" 0 0 29 16 0 0 1 0 4800 17200 23600 1
"498" 0 0 20 12 0 0 0 0 4810 716 0 0
"499" 0 0 52 12 0 0 1 0 4900 0 0 0
"500" 0 0 23 17 0 0 0 0 4900 2150 34000 0
"501" 0 0 21 14 0 0 1 0 4900 7160 17100 1
"502" 0 0 24 16 0 0 0 0 4900 8950 17700 0
"503" 0 0 30 17 0 0 1 0 4900 12100 5170 0
"504" 0 0 25 17 0 0 0 0 5000 17400 5030 1
"505" 0 0 21 12 0 0 1 0 5090 6800 7390 0
"506" 0 0 28 12 0 0 1 0 5090 10700 9010 0
"507" 0 0 20 12 0 0 1 0 5180 6270 15200 0
"508" 0 0 36 16 0 0 0 0 5290 4830 5320 0
"509" 0 0 19 12 1 0 0 0 5390 8060 12100 1
"510" 0 0 21 12 1 0 1 0 5870 3040 10000 1
"511" 0 0 47 12 0 0 1 0 5870 9510 5320 0
"512" 0 0 24 16 0 0 1 0 5880 4830 34000 0
"513" 0 0 24 12 1 0 1 0 5880 8950 17700 0
"514" 0 0 25 17 0 0 1 0 5880 10600 30100 0
"515" 0 0 21 16 0 0 1 0 5880 10600 17000 1
"516" 0 0 31 12 1 0 1 0 5880 11100 16000 1
"517" 0 0 26 14 0 0 1 0 5880 13400 31000 0
"518" 0 0 22 12 1 0 0 0 5890 10400 5760 1
"519" 0 0 20 13 1 0 0 0 5900 12500 14800 1
"520" 0 0 20 13 0 1 1 0 6070 10000 27300 1
"521" 0 0 27 14 0 0 1 0 6270 0 26000 1
"522" 0 0 26 12 0 0 0 0 6270 11600 10300 1
"523" 0 0 23 17 0 0 1 0 6370 5370 0 1
"524" 0 0 23 12 1 0 0 0 6490 12500 14200 1
"525" 0 0 22 12 1 0 0 0 6580 4480 0 1
"526" 0 0 21 12 1 0 0 0 6660 11500 11200 1
"527" 0 0 21 12 0 0 1 0 6660 12500 25100 0
"528" 0 0 28 14 0 0 1 0 6740 7880 13700 1
"529" 0 0 27 12 1 0 1 0 6860 0 8280 1
"530" 0 0 25 14 0 0 0 0 6860 1790 0 0
"531" 0 0 30 12 0 0 1 0 6860 3220 3250 1
"532" 0 0 27 13 1 0 1 0 6860 4100 24500 0
"533" 0 0 22 13 0 0 0 0 6860 6270 17400 0
"534" 0 0 23 16 0 0 1 0 6860 14100 22200 0
"535" 0 0 24 12 1 0 1 0 6860 14300 26600 0
"536" 0 0 19 13 0 0 0 0 6860 15200 17700 1
"537" 0 0 21 14 0 0 1 0 6970 11400 17100 0
"538" 0 0 29 17 0 0 1 0 7050 7160 8870 0
"539" 0 0 27 16 0 0 1 0 7050 11600 25100 0
"540" 0 0 28 15 0 0 1 0 7250 15200 9160 0
"541" 0 0 26 12 0 0 1 0 7410 0 2960 1
"542" 0 0 54 12 0 0 1 0 7450 0 0 0
"543" 0 0 28 15 1 0 0 0 7450 0 12700 0
"544" 0 0 27 15 0 0 1 0 7450 10700 18500 0
"545" 0 0 26 13 0 0 0 0 7450 5730 9610 0
"546" 0 0 21 12 0 0 1 0 7520 7930 0 1
"547" 0 0 53 14 1 0 1 0 7640 8420 8130 1
"548" 0 0 21 13 0 0 1 0 7690 12700 11100 1
"549" 0 0 22 13 0 0 0 0 7740 3760 16300 1
"550" 0 0 27 16 0 0 0 0 7840 0 0 0
"551" 0 0 37 15 0 1 1 0 7840 179 11800 0
"552" 0 0 33 13 0 0 0 0 7840 3580 16300 1
"553" 0 0 19 12 1 0 0 0 7840 3760 3690 0
"554" 0 0 28 12 0 0 1 0 7840 4480 15700 0
"555" 0 0 32 12 1 0 1 0 7840 5370 8870 0
"556" 0 0 24 12 0 0 0 0 7840 5370 5910 0
"557" 0 0 22 12 0 0 0 0 7840 7500 17700 0
"558" 0 0 20 12 1 0 1 0 7840 8950 20700 0
"559" 0 0 23 12 0 0 1 0 7840 8950 12100 0
"560" 0 0 27 12 1 0 1 0 7840 8950 2210 1
"561" 0 0 23 12 1 0 1 0 7840 12500 21900 1
"562" 0 0 19 12 0 1 1 0 7840 12500 13300 1
"563" 0 0 27 14 0 0 0 0 7840 14300 16300 0
"564" 0 0 22 16 0 0 1 0 7840 16100 16300 1
"565" 0 0 42 12 0 0 1 0 7840 16100 15500 0
"566" 0 0 20 13 0 0 0 0 7840 17500 2220 0
"567" 0 0 29 13 0 0 0 0 7960 0 0 0
"568" 0 0 23 12 1 0 1 0 7990 13400 4430 0
"569" 0 0 19 12 0 0 1 0 8050 9310 12000 0
"570" 0 0 21 12 1 0 1 0 8150 13100 10600 0
"571" 0 0 26 12 0 0 1 0 8230 13600 12000 0
"572" 0 0 21 16 0 0 0 0 8230 22400 27300 0
"573" 0 0 24 12 1 0 1 0 8280 15400 8340 1
"574" 0 0 29 12 0 0 1 0 8390 5910 14500 1
"575" 0 0 26 12 1 0 1 0 8620 8590 10300 0
"576" 0 0 23 14 1 0 1 0 8680 10400 13000 0
"577" 0 0 25 12 0 0 0 0 8680 9130 15800 0
"578" 0 0 21 12 0 0 1 0 8820 5730 18100 1
"579" 0 0 25 12 1 0 0 0 8820 6270 10300 1
"580" 0 0 22 12 0 0 1 0 8820 9940 15500 0
"581" 0 0 22 12 0 0 1 0 8820 10700 19700 1
"582" 0 0 23 12 1 0 1 0 8820 12200 18500 0
"583" 0 0 18 12 0 0 0 0 8820 14300 22200 0
"584" 0 0 27 12 1 0 0 0 8820 14300 19200 0
"585" 0 0 21 12 1 0 0 0 8820 14900 5580 1
"586" 0 0 25 12 0 0 1 0 8820 16100 26600 0
"587" 0 0 21 13 0 0 1 0 8820 17900 28200 1
"588" 0 0 27 12 0 0 1 0 8820 44800 0 1
"589" 0 0 23 12 0 0 1 0 8840 7160 10400 1
"590" 0 0 21 12 0 0 1 0 8870 15000 17700 1
"591" 0 0 23 14 1 0 1 0 8930 12500 8870 0
"592" 0 0 23 16 1 0 0 0 9010 16500 19200 0
"593" 0 0 31 17 0 0 1 0 9010 29500 39800 0
"594" 0 0 27 12 1 0 1 0 9070 5370 6650 1
"595" 0 0 21 12 1 0 1 0 9170 7160 7390 1
"596" 0 0 23 12 1 0 1 0 9170 8270 10400 0
"597" 0 0 19 12 0 0 1 0 9210 5550 11500 1
"598" 0 0 46 12 0 0 1 0 9280 8500 10400 0
"599" 0 0 24 12 0 0 1 0 9370 2860 2220 0
"600" 0 0 20 13 0 1 0 0 9400 0 8280 1
"601" 0 0 24 17 0 0 1 0 9400 5370 22900 0
"602" 0 0 23 12 0 0 1 0 9400 9130 11800 0
"603" 0 0 34 12 0 0 1 0 9400 9170 23500 0
"604" 0 0 35 12 0 0 1 0 9400 9310 11800 1
"605" 0 0 23 12 0 0 0 0 9400 11800 16800 1
"606" 0 0 21 14 1 0 0 0 9420 5370 9900 0
"607" 0 0 21 12 0 1 1 0 9500 8770 10500 1
"608" 0 0 26 12 0 0 1 0 9560 0 13300 0
"609" 0 0 23 13 0 0 1 0 9700 8590 23600 1
"610" 0 0 27 12 0 1 1 0 9700 11300 14000 1
"611" 0 0 50 12 0 1 1 0 9790 9850 13300 0
"612" 0 0 27 12 1 0 1 0 9800 0 11800 0
"613" 0 0 25 12 0 0 1 0 9800 2690 25100 0
"614" 0 0 21 12 1 0 1 0 9800 4300 14800 1
"615" 0 0 21 13 0 0 1 0 9800 8590 28800 0
"616" 0 0 33 12 1 0 0 0 9800 8950 0 0
"617" 0 0 19 12 0 0 1 0 9800 9850 20700 0
"618" 0 0 20 12 0 0 1 0 9800 10200 29300 1
"619" 0 0 22 12 1 0 1 0 9800 10700 11200 1
"620" 0 0 32 12 0 0 1 0 9800 11500 11800 1
"621" 0 0 24 13 0 0 1 0 9800 11500 11500 1
"622" 0 0 29 12 1 0 1 0 9800 12500 19200 1
"623" 0 0 23 12 1 0 1 0 9800 12500 11800 1
"624" 0 0 26 14 0 0 1 0 9800 13400 20700 0
"625" 0 0 20 12 0 0 1 0 9800 13400 10700 0
"626" 0 0 27 12 1 0 1 0 9800 14300 11800 0
"627" 0 0 24 12 1 0 1 0 9800 14300 34000 1
"628" 0 0 24 17 0 0 0 0 9800 16100 36900 0
"629" 0 0 21 13 0 0 0 0 9800 16100 20700 0
"630" 0 0 25 12 1 0 1 0 9800 21500 6650 0
"631" 0 0 30 12 1 0 1 0 9800 25100 29600 0
"632" 0 0 26 12 1 0 0 0 9910 10700 15600 0
"633" 0 0 22 12 0 0 0 0 9950 14300 14800 1
"634" 0 0 47 12 0 0 1 0 9970 10500 11300 0
"635" 0 0 22 12 0 0 0 0 9990 15800 19900 1
"636" 0 0 31 12 1 0 1 0 10200 8950 9610 1
"637" 0 0 35 12 0 0 1 0 10200 9310 11800 0
"638" 0 0 49 12 0 0 1 0 10200 11100 6540 0
"639" 0 0 25 13 1 0 0 0 10200 15400 12500 0
"640" 0 0 23 12 0 0 1 0 10300 10600 9220 1
"641" 0 0 25 17 0 0 1 0 10400 22000 49400 1
"642" 0 0 23 16 0 0 1 0 10400 26900 11800 0
"643" 0 0 34 17 0 0 0 0 10600 7160 5910 1
"644" 0 0 21 12 0 0 1 0 10600 8060 12100 0
"645" 0 0 27 12 1 0 0 0 10600 3220 8870 0
"646" 0 0 23 12 0 0 1 0 10800 5370 11800 0
"647" 0 0 23 12 0 0 1 0 10800 7160 17000 0
"648" 0 0 32 17 0 0 0 0 10800 7160 0 1
"649" 0 0 27 12 1 0 1 0 10800 8950 7540 0
"650" 0 0 24 12 1 0 0 0 10800 9310 8280 1
"651" 0 0 34 12 0 0 1 0 10800 11600 14200 0
"652" 0 0 29 12 0 0 1 0 10800 12500 25900 0
"653" 0 0 28 14 0 0 1 0 10800 13400 0 1
"654" 0 0 18 12 0 0 0 0 10800 14300 21400 0
"655" 0 0 20 12 1 0 0 0 10800 16400 29600 0
"656" 0 0 25 13 0 0 1 0 10800 16700 19000 1
"657" 0 0 23 12 1 0 1 0 10800 20500 29400 1
"658" 0 0 26 17 0 0 1 0 10800 29200 35500 0
"659" 0 0 24 12 0 0 0 0 10900 15800 20100 0
"660" 0 0 23 12 0 0 1 0 11000 10200 31000 0
"661" 0 0 23 16 0 0 0 0 11000 18800 20900 0
"662" 0 0 26 12 1 0 1 0 11200 1070 8870 0
"663" 0 0 46 12 0 0 1 0 11200 7160 17700 0
"664" 0 0 23 12 1 0 1 0 11200 7810 14800 0
"665" 0 0 41 12 0 0 1 0 11200 10700 12400 1
"666" 0 0 19 12 0 0 1 0 11200 14100 24300 0
"667" 0 0 29 12 0 0 1 0 11300 9040 26600 1
"668" 0 0 24 12 1 0 0 0 11300 13100 10300 1
"669" 0 0 23 12 1 0 0 0 11300 2690 29200 0
"670" 0 0 22 12 0 0 1 0 11400 4650 13300 1
"671" 0 0 21 12 0 0 0 0 11400 9670 13300 0
"672" 0 0 27 12 0 0 1 0 11400 12500 4140 0
"673" 0 0 37 12 0 0 1 0 11400 11400 8870 0
"674" 0 0 44 12 0 0 1 0 11600 7340 27800 0
"675" 0 0 38 16 0 0 1 0 11600 7880 17700 0
"676" 0 0 34 12 0 0 1 0 11800 0 11800 0
"677" 0 0 49 12 0 0 0 0 11800 0 0 1
"678" 0 0 23 12 0 0 1 0 11800 0 17700 1
"679" 0 0 28 14 1 0 1 0 11800 0 25900 0
"680" 0 0 43 12 0 0 1 0 11800 0 296 1
"681" 0 0 28 16 0 0 0 0 11800 6450 0 1
"682" 0 0 29 12 1 0 1 0 11800 9850 20700 0
"683" 0 0 53 12 0 0 1 0 11800 9890 5170 0
"684" 0 0 21 12 0 0 1 0 11800 10200 12600 1
"685" 0 0 24 13 1 0 1 0 11800 10700 31100 1
"686" 0 0 21 12 0 0 1 0 11800 10700 6650 1
"687" 0 0 24 12 0 0 1 0 11800 11100 13700 1
"688" 0 0 21 12 0 0 0 0 11800 11600 10000 0
"689" 0 0 23 14 0 0 1 0 11800 11600 25100 1
"690" 0 0 28 12 0 0 1 0 11800 12500 0 0
"691" 0 0 28 12 0 0 1 0 11800 12500 0 0
"692" 0 0 25 17 0 0 1 0 11800 12600 29000 0
"693" 0 0 23 13 0 0 1 0 11800 13400 16300 0
"694" 0 0 30 12 0 0 1 0 11800 13600 26600 0
"695" 0 0 23 12 0 0 1 0 11800 13800 14200 1
"696" 0 0 26 12 0 0 1 0 11800 14300 20700 1
"697" 0 0 21 12 1 0 1 0 11800 14300 16300 1
"698" 0 0 26 12 0 0 1 0 11800 14300 17700 1
"699" 0 0 25 12 1 0 1 0 11800 14300 21400 0
"700" 0 0 22 12 0 0 1 0 11800 14500 18100 1
"701" 0 0 28 16 0 0 1 0 11800 15200 20700 0
"702" 0 0 22 13 1 0 1 0 11800 15200 0 0
"703" 0 0 24 16 0 0 1 0 11800 16100 31000 0
"704" 0 0 27 15 1 0 0 0 11800 16700 18400 1
"705" 0 0 19 12 0 0 0 0 11800 19300 16300 0
"706" 0 0 38 14 0 0 1 0 11800 19700 0 0
"707" 0 0 38 14 0 0 0 0 11800 21500 7390 0
"708" 0 0 45 12 0 0 1 0 11800 11300 16800 0
"709" 0 0 26 12 1 0 1 0 11800 14200 16300 0
"710" 0 0 31 16 0 0 1 0 11800 9850 5390 0
"711" 0 0 25 13 1 0 1 0 11900 13800 12700 0
"712" 0 0 25 14 0 0 1 0 12000 14300 14800 1
"713" 0 0 22 12 0 0 1 0 12100 16000 13200 1
"714" 0 0 36 12 0 0 1 0 12100 14000 13300 0
"715" 0 0 27 12 0 0 1 0 12100 14300 20100 0
"716" 0 0 33 12 0 0 1 0 12100 16100 24400 0
"717" 0 0 27 12 0 0 1 0 12100 23300 26600 1
"718" 0 0 30 12 1 0 1 0 12200 10700 19000 0
"719" 0 0 46 12 0 0 1 0 12300 11600 11200 0
"720" 0 0 23 14 0 0 1 0 12300 12500 14200 0
"721" 0 0 25 16 0 0 1 0 12300 13600 21400 0
"722" 0 0 27 14 0 0 1 0 12400 16800 25200 0
"723" 0 0 49 16 0 0 1 0 12500 12400 12600 1
"724" 0 0 22 12 0 0 1 0 12500 12500 14400 0
"725" 0 0 28 16 0 0 1 0 12600 21500 23500 1
"726" 0 0 24 12 1 0 1 0 12700 19700 19200 1
"727" 0 0 37 17 1 0 1 0 12700 1310 4240 1
"728" 0 0 22 13 0 0 0 0 12700 12500 17700 0
"729" 0 0 23 17 0 0 0 0 12700 14300 28100 0
"730" 0 0 23 12 1 0 0 0 12700 14300 20700 0
"731" 0 0 26 12 0 0 1 0 12700 14300 14900 1
"732" 0 0 22 12 0 0 0 0 12700 16100 21100 0
"733" 0 0 31 14 0 0 1 0 12700 17700 29900 0
"734" 0 0 31 14 0 0 1 0 12700 17700 29900 0
"735" 0 0 54 12 0 0 1 0 12700 17900 19300 1
"736" 0 0 25 16 1 0 1 0 12700 18300 10500 0
"737" 0 0 28 12 1 0 1 0 12700 19700 17700 1
"738" 0 0 19 13 0 0 1 0 12700 19700 28800 0
"739" 0 0 26 17 0 0 1 0 12700 25100 26600 0
"740" 0 0 28 12 0 0 1 0 12800 7160 16300 1
"741" 0 0 20 12 0 0 1 0 12900 2360 14800 1
"742" 0 0 26 12 0 0 1 0 12900 11100 22200 0
"743" 0 0 25 17 0 0 1 0 12900 22400 36900 0
"744" 0 0 24 12 0 0 1 0 13000 14000 41600 0
"745" 0 0 22 12 0 0 1 0 13100 8950 13600 0
"746" 0 0 27 17 0 0 1 0 13100 10700 29600 1
"747" 0 0 26 12 0 0 1 0 13100 12200 12700 0
"748" 0 0 27 12 1 0 1 0 13100 12400 11500 0
"749" 0 0 19 12 0 0 1 0 13100 12500 24400 0
"750" 0 0 29 17 0 0 1 0 13100 19700 0 1
"751" 0 0 20 12 0 0 1 0 13200 8770 17300 1
"752" 0 0 25 12 0 0 1 0 13300 14200 14800 0
"753" 0 0 29 16 0 0 1 0 13300 5370 17700 0
"754" 0 0 23 14 0 0 0 0 13300 12200 14800 0
"755" 0 0 28 12 0 0 1 0 13300 12500 10900 0
"756" 0 0 30 14 0 0 1 0 13300 14300 14800 0
"757" 0 0 26 16 1 0 1 0 13300 19700 19900 1
